upedonid,peiid,pedon_key,site_key,siteiid,usiteid,pedlabsampnum,Yearlabel,year_source,samp_classdate,site_obsdate,TAXORDER,TAXSUBORDER,GREATGROUP,SUBGROUP,PARTICLESIZE,latitude,longitude,state_key,county_key
S1975CO103009,111141,3094,3094,111127,S1975CO103009,40A3277,1975,site_obsdate,6/19/1975 0:00,6/19/1975 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine,39.9333038,-108.4179001,3952,4558
03CO087010,218357,31897,31778,145207,03CO087010,04N0343,2003,site_obsdate,11/19/2003 0:00,11/19/2003 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,sandy,40.2613056,-103.9695833,3952,4550
04CO628010,158440,32720,32578,162976,04CO628010,05N0503,2004,site_obsdate,11/5/2004 0:00,11/5/2004 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,coarse-loamy,37.2494722,-104.4057222,3952,4542
04CO628026,160028,32722,32580,164377,04CO628026,05N0505,2004,site_obsdate,10/27/2004 0:00,10/27/2004 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,sandy,37.2401944,-104.41649627685547,3952,4542
10CO087001MJM,365034,43899,43185,365334,10CO087001MJM,10N0478,2009,site_obsdate,11/3/2009 0:00,11/3/2009 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,sandy,40.2006389,-104.0273333,3952,4550
10CO087002MJM,365035,43900,43186,365335,10CO087002MJM,10N0479,2009,site_obsdate,11/3/2009 0:00,11/3/2009 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,sandy,40.2009444,-104.0263333,3952,4550
78ID031003,119728,6884,6884,117984,S1978ID031003,78P0421,1978,site_obsdate,7/3/1978 0:00,7/1/1978 0:00,entisols,fluvents,torrifluvents,xeric torrifluvents,fine-silty,42.1697235,-113.3213882,3964,4932
78ID031001,119726,6882,6882,117982,S1978ID031001,78P0419,1978,site_obsdate,7/3/1978 0:00,7/1/1978 0:00,entisols,fluvents,torrifluvents,xeric torrifluvents,fine-silty,42.2452774,-113.3408356,3964,4932
92MT0391301,103171,19221,19221,103188,S1992MT0391301,92P0598,1991,site_obsdate,3/31/1991 0:00,3/31/1991 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,,46.6163902,-113.0461121,3979,5921
S1951MT085001,103343,3318,3318,103360,S1951MT085001,40A3501,1951,site_obsdate,9/4/1951 0:00,9/4/1951 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,coarse-loamy,48.0277214,-105.7542953,3979,5944
S1951MT085003,103345,3321,3321,103362,S1951MT085003,40A3504,1951,site_obsdate,9/5/1951 0:00,9/5/1951 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-silty,48.0399437,-105.7554092,3979,5944
S1951MT085006,103348,3322,3322,103365,S1951MT085006,40A3505,1951,site_obsdate,9/6/1951 0:00,9/6/1951 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-silty,48.0866127,-105.6279068,3979,5944
S1951MT111010,103414,3323,3323,103431,S1951MT111010,40A3506,1951,site_obsdate,8/10/1951 0:00,8/10/1951 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-silty,45.9774284,-108.2235184,3979,5957
S1952MT111028,103420,3330,3330,103437,S1952MT111028,40A3513,1952,site_obsdate,7/1/1952 0:00,7/1/1952 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-loamy,45.9271507,-108.2713013,3979,5957
S1953MT111006,103426,3331,3331,103443,S1953MT111006,40A3514,1953,site_obsdate,8/1/1953 0:00,8/1/1953 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-loamy,45.6671524,-108.2015686,3979,5957
S1951MT111003,103408,3341,3341,103425,S1951MT111003,40A3524,1951,site_obsdate,8/7/1951 0:00,8/7/1951 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-loamy,45.9324265,-108.2013016,3979,5957
S1950MT085007,103342,3344,3344,103359,S1950MT085007,40A3527,1950,site_obsdate,6/6/1950 0:00,6/6/1950 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine,48.0591125,-105.7373505,3979,5944
S1951MT085007,103349,3359,3359,103366,S1951MT085007,40A3542,1951,site_obsdate,9/6/1951 0:00,9/6/1951 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-loamy,48.0835571,-105.5306778,3979,5944
S1950MT085004,103339,3372,3372,103356,S1950MT085004,40A3555,1950,site_obsdate,6/5/1950 0:00,6/5/1950 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine,48.0557785,-105.8234634,3979,5944
S1951MT085004,103346,3373,3373,103363,S1951MT085004,40A3556,1951,site_obsdate,9/5/1951 0:00,9/5/1951 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,clayey over sandy or sandy-skeletal,48.0585556,-105.6962433,3979,5944
S1974MT105001,103400,3550,3550,103417,S1974MT105001,40A3733,1974,site_obsdate,9/1/1974 0:00,9/1/1974 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine,48.1488304,-106.5951614,3979,5954
85MT079010,122832,12467,12467,121088,S1985MT079010,85P0784,1985,site_obsdate,7/3/1985 0:00,7/1/1985 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-silty,46.7599983,-104.8099976,3979,5941
87MT031015,124839,14839,14839,123095,S1987MT031015,88P0341,1987,site_obsdate,10/1/1987 0:00,10/1/1987 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,coarse-loamy over sandy or sandy-skeletal,46.0105553,-111.4033356,3979,5917
87MT031016,124840,14840,14840,123096,S1987MT031016,88P0342,1987,site_obsdate,10/1/1987 0:00,10/1/1987 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,coarse-loamy over sandy or sandy-skeletal,46.0011101,-111.4111099,3979,5917
87MT031019,124842,14842,14842,123098,S1987MT031019,88P0344,1987,site_obsdate,6/1/1987 0:00,6/1/1987 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,sandy-skeletal,46.0250015,-111.4211121,3979,5917
82NE165029,120883,9380,9380,119139,S1982NE165029,82P0426,1982,site_obsdate,3/1/1982 0:00,3/1/1982 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-silty,42.9308319,-103.6641693,3982,6194
84NE033114,122395,11942,11942,120651,S1984NE033114,85P0259,1984,site_obsdate,11/3/1984 0:00,11/1/1984 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,sandy,41.1505547,-103.3000031,3982,6128
93NE033001,103803,20676,20676,103820,S1993NE033001,94P0104,1993,site_obsdate,6/6/1993 0:00,6/6/1993 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,coarse-loamy,41.2233315,-103.3700027,3982,6128
S09NM061001,365028,40727,40013,365327,S2009NM061001,10N0134,2009,site_obsdate,,10/29/2009 0:00,aridisols,fluvents,torrifluvents,typic torrifluvents,,34.7714996,-106.76288604736328,3986,6268
S1987-NM015-001-copy,1216753,14557,14557,1319536,S1987-NM015-001-copy,88P0056,1987,site_obsdate,5/1/1987 0:00,5/1/1987 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-loamy,32.2168722,-103.9989167,3986,6244
85NM045004,113831,12367,12367,113176,S1985NM045004,85P0684,1985,site_obsdate,6/3/1985 0:00,6/1/1985 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-loamy,36.2147217,-108.5866699,3986,6260
85NM031004,122769,12390,12390,121025,S1985NM031004,85P0707,1985,site_obsdate,6/3/1985 0:00,6/1/1985 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-loamy,35.8850403,-108.2928619,3986,6253
2018NM013231,1306441,701,701,1421328,2018NM013231,40A0740,1959,site_obsdate,10/25/2018 0:00,5/12/1959 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,sandy,32.4388444,-106.6291889,3986,6243
2018NM013186,1306395,716,716,1421280,2018NM013186,40A0755,1965,site_obsdate,11/27/2018 0:00,10/1/1965 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-loamy,32.5129444,-106.613525390625,3986,6243
2018NM013253,1306464,731,731,1421351,2018NM013253,40A0770,1965,site_obsdate,11/5/2018 0:00,10/1/1965 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-loamy,32.515499114990234,-106.615475,3986,6243
2018NM013202,1306412,756,756,1421298,2018NM013202,40A0795,1960,site_obsdate,10/16/2018 0:00,4/19/1960 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,fine-silty,32.4751583,-106.6596361,3986,6243
2018NM013252,1306463,761,761,1421350,2018NM013252,40A0800,1965,site_obsdate,10/5/2018 0:00,10/1/1965 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,loamy-skeletal,32.5130917,-106.6090556,3986,6243
88NM015028,125387,15537,15537,123643,S1988NM015028,89P0052,1988,site_obsdate,9/3/1988 0:00,9/1/1988 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-loamy,32.3661118,-104.1258316,3986,6244
91NM013001,127225,17852,17852,125481,S1991NM013001,91P0423,1991,site_obsdate,1/3/1991 0:00,1/1/1991 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-silty,32.3058319,-106.8472214,3986,6243
91NM013002,127226,17853,17853,125482,S1991NM013002,91P0424,1991,site_obsdate,1/3/1991 0:00,1/1/1991 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,fine-silty,32.2761116,-106.7994461,3986,6243
86NM045008,123491,13256,13256,121747,S1986NM045008,86P0584,1986,site_obsdate,5/3/1986 0:00,5/1/1986 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-loamy,36.1597214,-108.6741638,3986,6260
97NM049011,184915,23329,23329,189421,97NM049011a,97P0472,1997,site_obsdate,6/4/1997 0:00,6/4/1997 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,coarse-loamy,35.9015274,-106.0293045,3986,6262
2018NM013230,1306440,18604,18604,1421327,2018NM013230,91P1184,1991,site_obsdate,10/23/2018 0:00,6/1/1991 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-loamy,32.4518778,-106.7423111,3986,6243
S2010NM039001,547665,53313,52587,536968,S2010NM039-001,10N1336,2010,site_obsdate,3/10/2010 0:00,3/10/2010 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,coarse-loamy,36.0912833,-106.0567333,3986,6257
S1966NV013003,104574,3033,3033,104591,S1966NV013003,40A3202,1966,site_obsdate,5/12/1966 0:00,5/12/1966 0:00,entisols,fluvents,torrifluvents,durorthidic xeric torrifluvents,sandy,40.9868355,-117.7342987,3987,6275
S1959NV017037,104582,3026,3026,104599,S1959NV017037,40A3195,1959,site_obsdate,11/1/1959 0:00,11/1/1959 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-loamy,37.6352768,-115.8319473,3987,6277
S1959NV017038,104583,3027,3027,104600,S1959NV017038,40A3196,1959,site_obsdate,11/1/1959 0:00,11/1/1959 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-loamy,37.6280136,-115.8386459,3987,6277
S1959NV003014,104529,3028,3028,104546,S1959NV003014,40A3197,1959,site_obsdate,3/1/1959 0:00,3/1/1959 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-loamy,36.7125015,-114.6769409,3987,6270
S1956NV003005,104517,3029,3029,104534,S1956NV003005,40A3198,1956,site_obsdate,2/1/1956 0:00,2/1/1956 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-silty,36.1805458,-115.0666656,3987,6270
S1959NV003015,104530,3030,3030,104547,S1959NV003015,40A3199,1959,site_obsdate,6/1/1959 0:00,6/1/1959 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,fine-loamy,36.7194443,-114.6930542,3987,6270
S1956NV003006,104518,3031,3031,104535,S1956NV003006,40A3200,1956,site_obsdate,2/1/1956 0:00,2/1/1956 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,fine-silty,36.1588821,-115.058609,3987,6270
S1956NV003007,104519,3032,3032,104536,S1956NV003007,40A3201,1956,site_obsdate,2/1/1956 0:00,2/1/1956 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,fine,35.8588905,-114.9366684,3987,6270
1972NV001011,253242,5911,5911,255116,1972NV001011,72C0023,1972,site_obsdate,4/28/1972 0:00,4/28/1972 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,fine-silty over clayey,39.6722222,-118.1222222,3987,6269
99NV001005,959890,24926,24926,978184,99NV001005,00P0243,1999,site_obsdate,10/8/1999 0:00,10/6/1999 0:00,entisols,fluvents,torrifluvents,oxyaquic torrifluvents,fine-loamy,39.4785278,-118.7512611,3987,6269
81NV001002,120727,9012,9012,118983,S1981NV001002,82P0055,1981,site_obsdate,9/1/1981 0:00,9/1/1981 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,fine-silty,39.6722221,-118.1116638,3987,6269
86NV017004,123710,13561,13561,121966,S1986NV017004,86P0889,1986,site_obsdate,8/3/1986 0:00,8/1/1986 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,fine-silty,37.3549995,-114.9361115,3987,6277
92NV023002,104595,19194,19194,104612,S1992NV023002,92P0571,1992,site_obsdate,3/27/1992 0:00,3/25/1992 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-loamy,38.6361122,-117.6444473,3987,6280
83NV015007,121544,10641,10641,119800,S1983NV015007,83P0787,1983,site_obsdate,8/3/1983 0:00,8/1/1983 0:00,entisols,fluvents,torrifluvents,vitrandic torrifluvents,fine-silty,39.3043671,-116.7011948,3987,6276
84NV007113,122073,11376,11376,120329,S1984NV007113,84P0615,1984,site_obsdate,10/3/1984 0:00,10/1/1984 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,loamy-skeletal,41.3457565,-114.2025146,3987,6272
84NV027002,122079,11382,11382,120335,S1984NV027002,84P0621,1984,site_obsdate,3/3/1984 0:00,3/1/1984 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-silty,40.4369431,-119.0408325,3987,6281
99NV001001,108687,24922,24922,108673,S1999NV001001,00P0239,1999,site_obsdate,10/8/1999 0:00,10/6/1999 0:00,entisols,fluvents,torrifluvents,oxyaquic torrifluvents,sandy,39.4582367,-118.77653503417969,3987,6269
99NV001004,108690,24925,24925,108676,S1999NV001004,00P0242,1999,site_obsdate,10/7/1999 0:00,10/5/1999 0:00,entisols,fluvents,torrifluvents,oxyaquic torrifluvents,coarse-loamy,39.4443474,-118.8093109,3987,6269
79SD071003,956316,7698,7698,974610,79SD071003,80P0109,1980,site_obsdate,3/3/1980 0:00,6/1/1980 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-silty,43.7052778,-101.9616667,3998,6795
79SD071004,956317,7699,7699,974611,79SD071004,80P0110,1980,site_obsdate,3/3/1980 0:00,6/1/1980 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-silty,43.70750045776367,-101.9727778,3998,6795
82SD071004,121059,9780,9780,119315,S1982SD071004,82P0826,1982,site_obsdate,9/3/1982 0:00,9/1/1982 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-silty,43.7069435,-101.961113,3998,6795
82SD071010,121067,9788,9788,119323,S1982SD071010,82P0835,1982,site_obsdate,9/3/1982 0:00,9/1/1982 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-silty,43.9027786,-101.9861145,3998,6795
82SD103016,957098,10162,10162,975392,82SD103016,83P0303,1983,site_obsdate,6/3/1983 0:00,6/1/1983 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-silty,43.7280556,-102.0377778,3998,6811
84SD071001,113856,11024,11024,113201,84SD071001,84P0263,1984,site_obsdate,6/3/1984 0:00,6/1/1984 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-silty,43.6974983,-101.9344406,3998,6795
S1967TX141003,106025,178,178,106042,S1967TX141003,40A0197,1967,site_obsdate,3/2/1967 0:00,3/2/1967 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,coarse-loamy,31.54166603088379,-106.1919479,4000,6992
S2004-TX377-003,143547,54626,53825,148208,S2004-TX377-003,S04TX377003,2004,site_obsdate,1/6/2004 0:00,1/6/2004 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,sandy-skeletal,29.7070885,-104.4514847,4000,7110
S1993-TX377-005-copy,810740,54792,53991,827836,S1993-TX377-005-copy,S93TX377005,1993,site_obsdate,5/27/1993 0:00,5/27/1993 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-silty,29.7739105,-103.8016434,4000,7110
S1991-TX301-035-copy,1216713,18128,18128,1319495,S1991-TX301-035-copy,91P0705,1991,site_obsdate,5/3/1991 0:00,5/1/1991 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,fine,31.7633324,-103.7519455,4000,7072
92UT019104B,106296,19398,19398,106313,S1992UT019104B,92P0775,1992,site_obsdate,7/9/1992 0:00,7/9/1992 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,,38.8280563,-109.8488922,4002,7194
92UT019104C,106297,19399,19399,106314,S1992UT019104C,92P0776,1992,site_obsdate,7/9/1992 0:00,7/9/1992 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,,38.8280563,-109.8488922,4002,7194
92UT037143B,106393,19510,19510,106410,S1992UT037143B,92P0886,1992,site_obsdate,8/3/1992 0:00,8/3/1992 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,,37.9609985,-109.6238861,4002,7203
92UT037143C,106394,19511,19511,106411,S1992UT037143C,92P0887,1992,site_obsdate,8/3/1992 0:00,8/3/1992 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,,37.9609985,-109.6238861,4002,7203
92UT037158A,106400,19635,19635,106417,S1992UT037158A,92P1012,1992,site_obsdate,8/12/1992 0:00,8/12/1992 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,,38.0919991,-109.8880005,4002,7203
92UT037158C,106401,19638,19638,106418,S1992UT037158C,92P1015,1992,site_obsdate,8/12/1992 0:00,8/12/1992 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,,38.0919991,-109.8880005,4002,7203
S07UT015001,820701,34110,33913,838593,S07UT015001,07N0491,2007,site_obsdate,5/8/2007 0:00,5/8/2007 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,,39.0183334,-110.1627808,4002,7192
S1972UT021013,174419,6013,6013,177916,S1972UT021013,72C0125,1972,site_obsdate,10/11/1972 0:00,10/11/1972 0:00,entisols,fluvents,torrifluvents,xeric torrifluvents,fine-silty,37.5652771,-113.1711121,4002,7195
S1971UT021002,110811,6023,6023,110797,S1971UT021002,72C0135,1971,site_obsdate,6/1/1971 0:00,6/1/1971 0:00,entisols,fluvents,torrifluvents,xeric torrifluvents,fine-loamy,37.6604996,-113.0652008,4002,7195
S1971UT021007,174823,6028,6028,178326,S1971UT021007,72C0140,1971,site_obsdate,7/26/1971 0:00,7/26/1971 0:00,entisols,fluvents,torrifluvents,xeric torrifluvents,loamy-skeletal,37.6522217,-113.058609,4002,7195
91UT041007,271707,18603,18603,106480,S1991UT041007,91P1183,1991,site_obsdate,9/5/1991 0:00,9/5/1991 0:00,entisols,fluvents,torrifluvents,xeric torrifluvents,clayey over loamy,38.978611,-111.8577805,4002,7205
84UT015006,627996,11604,11604,120477,S1984UT015006,84P0849,1984,site_obsdate,9/1/1984 0:00,9/1/1984 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,fine-loamy,38.9424667,-111.0710297,4002,7192
92UT019104A,106295,19397,19397,106312,S1992UT019104A,92P0774,1992,site_obsdate,7/9/1992 0:00,7/9/1992 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,fine-silty,38.8272209,-109.8180542,4002,7194
92UT037143A,106392,19509,19509,106409,S1992UT037143A,92P0885,1992,site_obsdate,8/3/1992 0:00,8/3/1992 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-loamy,37.9609985,-109.6238861,4002,7203
91UT041005,106461,18601,18601,106478,S1991UT041005,91P1181,1991,site_obsdate,9/4/1991 0:00,9/4/1991 0:00,entisols,fluvents,torrifluvents,xeric torrifluvents,fine-silty,38.8183327,-112.0077744,4002,7205
91UT041006,106462,18602,18602,106479,S1991UT041006,91P1182,1991,site_obsdate,9/4/1991 0:00,9/4/1991 0:00,entisols,fluvents,torrifluvents,xeric torrifluvents,coarse-silty,38.8274994,-112.0077744,4002,7205
92UT041002,356919,19768,19768,357385,92UT041002,93P0040,1992,site_obsdate,7/7/1992 0:00,7/7/1992 0:00,entisols,fluvents,torrifluvents,xeric torrifluvents,loamy over sandy or sandy-skeletal,38.6088889,-112.2141667,4002,7205
81UT023006,120635,8726,8726,118891,S1981UT023006,81P0615,1981,site_obsdate,7/1/1981 0:00,7/1/1981 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,fine,39.6894455,-112.7463913,4002,7196
90UT055001,126817,17339,17339,125073,S1990UT055001,90P1024,1990,site_obsdate,8/1/1990 0:00,8/1/1990 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,fine-loamy,38.3894463,-111.6063919,4002,7212
89UT027189,126405,16833,16833,124661,S1989UT027189,90P0518,1989,site_obsdate,8/3/1989 0:00,8/1/1989 0:00,entisols,fluvents,torrifluvents,xeric torrifluvents,coarse-loamy,38.8269463,-112.4905548,4002,7198
S1976WY037001,165121,3609,3609,169431,S1976WY037001,40A3801,1976,site_obsdate,10/18/1976 0:00,10/18/1976 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,,41.6738358,-108.729599,4009,7552
91WY005002,127066,17629,17629,125322,S1991WY005002,91P0200,1991,site_obsdate,11/1/1991 0:00,11/1/1991 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,,43.7461128,-105.1044464,4009,7536
91WY019001,127067,17630,17630,125323,S1991WY019001,91P0201,1991,site_obsdate,6/1/1991 0:00,6/1/1991 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,,44.2527771,-106.1330566,4009,7543
S1998WY013001,34755,23893,23893,34789,S1998WY013001,98P0448,1998,site_obsdate,7/6/1998 0:00,7/6/1998 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,,43.54774856567383,-108.96875,4009,7540
S2001WY019001,117289,27254,27229,116043,S2001WY019001,01N0852,2001,site_obsdate,5/21/2001 0:00,5/21/2001 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,,44.14861297607422,-106.1380539,4009,7543
S2006WY041019,248192,33736,33540,249643,S2006WY041019,07N0342,2006,site_obsdate,9/7/2006 0:00,9/7/2006 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,,41.3158073,-110.17119598388672,4009,7554
86WY027005,123531,13324,13324,121787,S1986WY027005,86P0652,1986,site_obsdate,6/3/1986 0:00,6/1/1986 0:00,entisols,fluvents,torrifluvents,ustic torrifluvents,coarse-loamy,43.25222396850586,-104.5180588,4009,7547
94HI001014,101024,20958,20958,101041,S1994HI001014,94P0396,1994,site_obsdate,1/10/1994 0:00,1/10/1994 0:00,histosols,folists,torrifolists,lithic torrifolists,,19.7361107,-156.0331879,3962,4813
08ID013001,1257418,73502,134235,1367691,08-ALF-001,08-ID-0729,2006,site_obsdate,8/16/2017 0:00,7/20/2006 0:00,histosols,folists,torrifolists,lithic torrifolists,,43.24259948730469,-113.29419708251953,3964,4923
77AZ005008,119610,6508,6508,117866,S1977AZ005008,78P0039,1977,site_obsdate,10/1/1977 0:00,10/1/1977 0:00,entisols,orthents,torriorthents,lithic torriorthents,,35.5675011,-111.4899979,3950,4436
S1981AZ015010,109718,8486,8486,109704,S1981AZ015010,81P0375,1981,site_obsdate,4/3/1981 0:00,4/3/1981 0:00,entisols,orthents,torriorthents,typic torriorthents,,35.0578003,-114.2413559,3950,4442
82AZ017012,121095,9844,9844,119351,S1982AZ017012,82P0891,1982,site_obsdate,10/1/1982 0:00,10/1/1982 0:00,entisols,orthents,torriorthents,typic torriorthents,,35.5858345,-110.4461136,3950,4443
85AZ003094,123659,13510,13510,121915,S1985AZ003094,86P0838,1985,site_obsdate,11/1/1985 0:00,11/1/1985 0:00,entisols,orthents,torriorthents,lithic ustic torriorthents,,31.73027801513672,-110.0983353,3950,4435
S2004AZ005001,159756,32146,32027,164125,AZ707-TUD107-Apron family-4271,05N0163,2004,site_obsdate,6/30/2004 0:00,6/30/2004 0:00,entisols,orthents,torriorthents,typic torriorthents,,36.1844711,-111.104248,3950,4436
S2006AZ005001,201346,32759,32618,203678,AZ711-LAB4012-Pensom family-0710-04,06N0917,2003,site_obsdate,11/30/2003 0:00,11/30/2003 0:00,entisols,orthents,torriorthents,ustic torriorthents,,36.7283058,-111.2822189,3950,4436
S1965AZ025021,107883,3390,3390,107900,S1965AZ025021,40A3573,1965,site_obsdate,5/26/1965 0:00,5/26/1965 0:00,entisols,orthents,torriorthents,lithic torriorthents,loamy-skeletal,34.0152779,-113.0047226,3950,4447
S1969AZ003003,107724,5676,5676,107741,S1969AZ003003,69C0149,1969,site_obsdate,10/14/1969 0:00,10/14/1969 0:00,entisols,orthents,torriorthents,lithic ustic torriorthents,loamy-skeletal,32.1836128,-109.6369476,3950,4435
S1969AZ003004,107725,5677,5677,107742,S1969AZ003004,69C0150,1969,site_obsdate,10/14/1969 0:00,10/14/1969 0:00,entisols,orthents,torriorthents,lithic ustic torriorthents,loamy-skeletal,32.0315132,-109.9609375,3950,4435
S1977AZ017004,109722,648,648,109708,S1977AZ017004,40A0682,1977,site_obsdate,6/15/1977 0:00,6/15/1977 0:00,entisols,orthents,torriorthents,typic torriorthents,loamy,34.8813896,-110.0919418,3950,4443
S1965AZ025002,107866,3391,3391,107883,S1965AZ025002,40A3574,1965,site_obsdate,5/4/1965 0:00,5/4/1965 0:00,entisols,orthents,torriorthents,ustic torriorthents,sandy-skeletal,34.1547203,-112.4811096,3950,4447
S1965AZ025003,107867,3392,3392,107884,S1965AZ025003,40A3575,1965,site_obsdate,5/4/1965 0:00,5/4/1965 0:00,entisols,orthents,torriorthents,ustic torriorthents,sandy-skeletal,34.1520004,-112.4890747,3950,4447
S1965AZ025019,107881,3425,3425,107898,S1965AZ025019,40A3608,1965,site_obsdate,5/12/1965 0:00,5/12/1965 0:00,entisols,orthents,torriorthents,ustic torriorthents,loamy-skeletal,34.4389381,-112.2732391,3950,4447
S1965AZ025020,107882,3426,3426,107899,S1965AZ025020,40A3609,1965,site_obsdate,5/12/1965 0:00,5/12/1965 0:00,entisols,orthents,torriorthents,ustic torriorthents,loamy-skeletal,34.4124985,-112.2194443,3950,4447
84AZ017010,113583,11905,11905,112928,S1984AZ017010,85P0222,1984,site_obsdate,6/3/1984 0:00,6/1/1984 0:00,entisols,orthents,torriorthents,typic torriorthents,sandy,35.1255569,-110.5066681,3950,4443
84AZ017003,113576,11898,11898,112921,S1984AZ017003,85P0215,1984,site_obsdate,6/3/1984 0:00,6/1/1984 0:00,entisols,orthents,torriorthents,typic torriorthents,coarse-loamy,35.0166664,-110.3327789,3950,4443
84AZ017009,113582,11904,11904,112927,S1984AZ017009,85P0221,1984,site_obsdate,6/3/1984 0:00,6/1/1984 0:00,entisols,orthents,torriorthents,typic torriorthents,coarse-loamy,35.0952797,-110.6105576,3950,4443
S1967AZ013002,107795,5444,5444,107812,S1967AZ013002,67C0048,1967,site_obsdate,10/9/1967 0:00,10/9/1967 0:00,entisols,orthents,torriorthents,typic torriorthents,fine-loamy,33.4927788,-113.1608353,3950,4441
S1967AZ013007,107800,5446,5446,107817,S1967AZ013007,67C0050,1967,site_obsdate,10/10/1967 0:00,10/10/1967 0:00,entisols,orthents,torriorthents,typic torriorthents,coarse-loamy,33.5374985,-112.4086075,3950,4441
