upedonid,peiid,pedon_key,site_key,usiteid,Yearlabel,year_source,previousYear,transitionYear,transitionPeriod,years_between_sampling_and_development,time_since_development_2025,development_age_class,transition,transitionName,state_name,county_name,region_group,lcms_study_area,lcms_version,samp_classdate,site_obsdate,TAXORDER,TAXSUBORDER,GREATGROUP,SUBGROUP,PARTICLESIZE,latitude,longitude,state_key,county_key,source_file
S1972IN099008,1106801,37851,37236,"S1972IN099008",1972,site_obsdate,2013,2014,2013-2014,42,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Indiana,Marshall,CONUS Central 2,CONUS,v2025-11,10/19/1972 0:00,10/19/1972 0:00,entisols,psamments,udipsamments,oxyaquic udipsamments,,41.1787944,-86.4542306,3966,5112,US_NCSS_changed_pedons_2013_to_2014.csv
83IA085004,121913,11182,11182,"S1983IA085004",1983,site_obsdate,2013,2014,2013-2014,31,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Iowa,Harrison,CONUS Central 1,CONUS,v2025-11,10/3/1983 0:00,10/1/1983 0:00,mollisols,udolls,hapludolls,typic hapludolls,fine-silty,41.7208328,-95.8772202,3963,4860,US_NCSS_changed_pedons_2013_to_2014.csv
S1992IA133002,101267,19951,19951,"S1992IA133002",1989,site_obsdate,2013,2014,2013-2014,25,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Iowa,Monona,CONUS Central 1,CONUS,v2025-11,,8/17/1989 0:00,entisols,aquents,fluvaquents,mollic fluvaquents,fine-silty over clayey,42.2000008,-96.2908325,3963,4884,US_NCSS_changed_pedons_2013_to_2014.csv
87IA159001,125046,15086,15086,"S1987IA159001",1987,site_obsdate,2013,2014,2013-2014,27,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Iowa,Ringgold,CONUS Central 2,CONUS,v2025-11,1/3/1987 0:00,1/1/1987 0:00,mollisols,udolls,argiudolls,aquic argiudolls,fine,40.8416672,-94.0749969,3963,4897,US_NCSS_changed_pedons_2013_to_2014.csv
87IA159002,125047,15087,15087,"S1987IA159002",1987,site_obsdate,2013,2014,2013-2014,27,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Iowa,Ringgold,CONUS Central 2,CONUS,v2025-11,1/1/1987 0:00,1/1/1987 0:00,alfisols,udalfs,hapludalfs,aquentic hapludalfs,fine,40.8416672,-94.0749969,3963,4897,US_NCSS_changed_pedons_2013_to_2014.csv
87IA159003,577362,15088,15088,"S1987IA159003",1987,site_obsdate,2013,2014,2013-2014,27,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Iowa,Ringgold,CONUS Central 2,CONUS,v2025-11,1/1/1987 0:00,1/1/1987 0:00,alfisols,udalfs,hapludalfs,aqualfic hapludalfs,fine,40.8416672,-94.0749969,3963,4897,US_NCSS_changed_pedons_2013_to_2014.csv
87IA159004,125049,15089,15089,"S1987IA159004",1987,site_obsdate,2013,2014,2013-2014,27,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Iowa,Ringgold,CONUS Central 2,CONUS,v2025-11,1/1/1987 0:00,1/1/1987 0:00,alfisols,udalfs,hapludalfs,aquentic hapludalfs,fine,40.8416672,-94.0749969,3963,4897,US_NCSS_changed_pedons_2013_to_2014.csv
87IA159006,125051,15091,15091,"S1987IA159006",1987,site_obsdate,2013,2014,2013-2014,27,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Iowa,Ringgold,CONUS Central 2,CONUS,v2025-11,1/3/1987 0:00,1/1/1987 0:00,alfisols,aqualfs,ochraqualfs,typic ochraqualfs,fine,40.8416672,-94.0749969,3963,4897,US_NCSS_changed_pedons_2013_to_2014.csv
87IA1590081,124159,14044,14044,"S1987IA1590081",1987,site_obsdate,2013,2014,2013-2014,27,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Iowa,Ringgold,CONUS Central 2,CONUS,v2025-11,11/3/1987 0:00,11/1/1987 0:00,mollisols,udolls,argiudolls,aquic argiudolls,fine,40.8416672,-94.0749969,3963,4897,US_NCSS_changed_pedons_2013_to_2014.csv
87IA1590082,124160,14045,14045,"S1987IA1590082",1987,site_obsdate,2013,2014,2013-2014,27,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Iowa,Ringgold,CONUS Central 2,CONUS,v2025-11,11/3/1987 0:00,11/1/1987 0:00,mollisols,udolls,argiudolls,aquic argiudolls,fine,40.8416672,-94.0749969,3963,4897,US_NCSS_changed_pedons_2013_to_2014.csv
S2005KS079502,182871,33647,33465,"S2005KS079502",2005,site_obsdate,2013,2014,2013-2014,9,11,"Moderate development age, 6-15 years",2,Forest to Developed,Kansas,Harvey,CONUS Central 1,CONUS,v2025-11,8/30/2005 0:00,8/30/2005 0:00,mollisols,aquolls,argiaquolls,vertic argiaquolls,,38.0444984,-97.5919189,3967,5194,US_NCSS_changed_pedons_2013_to_2014.csv
78KY207010,955981,6710,6710,"78KY207010",1978,site_obsdate,2013,2014,2013-2014,36,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Kentucky,Russell,CONUS Central 2,CONUS,v2025-11,,6/1/1978 0:00,ultisols,udults,paleudults,typic paleudults,fine-loamy,37.0136111,-85.07499695,3968,5363,US_NCSS_changed_pedons_2013_to_2014.csv
S1986MD031008,796736,13572,13572,"S1986MD031008",1986,site_obsdate,2013,2014,2013-2014,28,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Maryland,Montgomery,CONUS East 1,CONUS,v2025-11,,7/1/1986 0:00,ultisols,udults,hapludults,typic hapludults,fine-loamy,39.1502806,-77.1476444,3971,5472,US_NCSS_changed_pedons_2013_to_2014.csv
S1978MA009020,1111475,70561,68588,"S1978MA009020",1978,site_obsdate,2013,2014,2013-2014,36,11,"Moderate development age, 6-15 years",2,Forest to Developed,Massachusetts,Essex,CONUS East 2,CONUS,v2025-11,10/3/1978 0:00,10/3/1978 0:00,inceptisols,udepts,dystrudepts,aquic dystrudepts,coarse-loamy,42.6333222,-70.8191583,3970,5448,US_NCSS_changed_pedons_2013_to_2014.csv
2007MI139T06201,257285,34345,34131,"2007MI139T06201",2007,site_obsdate,2013,2014,2013-2014,7,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Michigan,Ottawa,CONUS Central 2,CONUS,v2025-11,9/26/2007 0:00,9/26/2007 0:00,mollisols,aquolls,endoaquolls,typic endoaquolls,,42.9636667,-86.1219722,3974,5600,US_NCSS_changed_pedons_2013_to_2014.csv
S1975MN091002(2396),582854,55671,54870,"S1975MN091002(2396)",1975,site_obsdate,2013,2014,2013-2014,39,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Minnesota,Martin,CONUS Central 2,CONUS,v2025-11,7/7/1975 0:00,7/7/1975 0:00,mollisols,aquolls,endoaquolls,cumulic endoaquolls,fine-loamy,43.64266205,-94.441803,3975,5659,US_NCSS_changed_pedons_2013_to_2014.csv
S1977MN1132480,582890,55760,54959,"S1977MN1132480",1977,site_obsdate,2013,2014,2013-2014,37,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Minnesota,Pennington,CONUS Central 1,CONUS,v2025-11,11/2/1977 0:00,11/2/1977 0:00,mollisols,udolls,calciudolls,aquic calciudolls,sandy over clayey,47.9777184,-96.3314209,3975,5670,US_NCSS_changed_pedons_2013_to_2014.csv
S1974MN1451838,676589,56845,56044,"S1974MN1451838",2011,site_obsdate,2013,2014,2013-2014,3,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Minnesota,Stearns,CONUS Central 2,CONUS,v2025-11,1/13/2011 0:00,1/13/2011 0:00,alfisols,udalfs,hapludalfs,mollic hapludalfs,fine-loamy,45.6435738,-94.5746918,3975,5686,US_NCSS_changed_pedons_2013_to_2014.csv
S1978MN1692745,583039,55974,55173,"S1978MN1692745",1978,site_obsdate,2013,2014,2013-2014,36,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Minnesota,Winona,CONUS Central 2,CONUS,v2025-11,6/27/1978 0:00,6/27/1978 0:00,mollisols,udolls,argiudolls,aquic argiudolls,fine,43.9363823,-91.9791718,3975,5698,US_NCSS_changed_pedons_2013_to_2014.csv
2007MO023005,249492,42279,41565,"2007MO023005",2007,site_obsdate,2013,2014,2013-2014,7,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Missouri,Butler,CONUS Central 2,CONUS,v2025-11,6/25/2007 0:00,6/25/2007 0:00,alfisols,udalfs,hapludalfs,psammentic hapludalfs,,36.5766678,-90.5569458,3976,5712,US_NCSS_changed_pedons_2013_to_2014.csv
1992MO151004,474608,44356,43642,"1992MO151004",2011,site_obsdate,2013,2014,2013-2014,3,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Missouri,Osage,CONUS Central 2,CONUS,v2025-11,1/25/2011 0:00,1/25/2011 0:00,inceptisols,udepts,eutrudepts,dystric fluventic eutrudepts,coarse-loamy,38.49349976,-91.96399689,3976,5776,US_NCSS_changed_pedons_2013_to_2014.csv
1995MO151023,90847,48672,47958,"1995MO151023",1995,site_obsdate,2013,2014,2013-2014,19,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Missouri,Osage,CONUS Central 2,CONUS,v2025-11,,8/7/1995 0:00,Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,,38.5519929,-92.0140451,3976,5776,US_NCSS_changed_pedons_2013_to_2014.csv
2006MO179013,684507,45917,45203,"2006MO179013",2006,site_obsdate,2013,2014,2013-2014,8,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Missouri,Reynolds,CONUS Central 2,CONUS,v2025-11,12/14/2006 0:00,12/14/2006 0:00,inceptisols,udepts,dystrudepts,fluventic dystrudepts,coarse-loamy,37.5486944,-90.8470306,3976,5790,US_NCSS_changed_pedons_2013_to_2014.csv
1989MO183017,126334,16749,16749,"S1989MO183017",1989,site_obsdate,2013,2014,2013-2014,25,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Missouri,St. Charles,CONUS Central 2,CONUS,v2025-11,12/1/1989 0:00,12/1/1989 0:00,mollisols,aquolls,endoaquolls,fluvaquentic endoaquolls,clayey over loamy,38.8644447,-90.1658325,3976,5792,US_NCSS_changed_pedons_2013_to_2014.csv
S1957NE057004,103845,2184,2184,"S1957NE057004",1957,site_obsdate,2013,2014,2013-2014,57,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Nebraska,Dundy,CONUS Central 1,CONUS,v2025-11,7/7/1957 0:00,7/7/1957 0:00,entisols,fluvents,ustifluvents,typic ustifluvents,fine-silty,40.0172234,-101.9552765,3982,6140,US_NCSS_changed_pedons_2013_to_2014.csv
85NE163204,123856,13719,13719,"S1985NE163204",1985,site_obsdate,2013,2014,2013-2014,29,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Nebraska,Sherman,CONUS Central 1,CONUS,v2025-11,11/3/1985 0:00,11/1/1985 0:00,inceptisols,aquepts,humaquepts,typic humaquepts,fine-silty,41.0761108,-98.9736099,3982,6193,US_NCSS_changed_pedons_2013_to_2014.csv
2018NM013216,1306426,728,728,"2018NM013216",1960,site_obsdate,2013,2014,2013-2014,54,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,New Mexico,Doña Ana,CONUS West 2,CONUS,v2025-11,10/18/2018 0:00,4/18/1960 0:00,mollisols,ustolls,haplustolls,pachic haplustolls,loamy-skeletal,32.3052139,-106.5886556,3986,6243,US_NCSS_changed_pedons_2013_to_2014.csv
86NY025006,124022,13892,13892,"S1986NY025006",1986,site_obsdate,2013,2014,2013-2014,28,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,New York,Delaware,CONUS East 1,CONUS,v2025-11,9/3/1986 0:00,9/1/1986 0:00,inceptisols,aquepts,fragiaquepts,aeric fragiaquepts,coarse-loamy,42.3869438,-75.0924988,3988,6298,US_NCSS_changed_pedons_2013_to_2014.csv
S1984NY071004,858014,11527,11527,"S1984NY071004",1984,site_obsdate,2013,2014,2013-2014,30,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,New York,Orange,CONUS East 2,CONUS,v2025-11,2/1/1993 0:00,6/1/1984 0:00,entisols,aquents,fluvaquents,thapto-histic fluvaquents,fine-loamy,41.3370387,-74.4559906,3988,6321,US_NCSS_changed_pedons_2013_to_2014.csv
S1984NY071006,858013,11529,11529,"S1984NY071006",1984,site_obsdate,2013,2014,2013-2014,30,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,New York,Orange,CONUS East 2,CONUS,v2025-11,2/1/1993 0:00,6/1/1984 0:00,histosols,saprists,haplosaprists,limnic haplosaprists,,41.3370387,-74.4559906,3988,6321,US_NCSS_changed_pedons_2013_to_2014.csv
1956-OH063-003,749832,66836,64911,"1956-OH063-003",1956,site_obsdate,2013,2014,2013-2014,58,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Ohio,Hancock,CONUS East 1,CONUS,v2025-11,5/24/1956 0:00,5/24/1956 0:00,,,,,,41.03722,-83.6963806,3989,6379,US_NCSS_changed_pedons_2013_to_2014.csv
1960-OH063-022,749852,67505,65580,"1960-OH063-022",1960,site_obsdate,2013,2014,2013-2014,54,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Ohio,Hancock,CONUS East 1,CONUS,v2025-11,7/20/1960 0:00,7/20/1960 0:00,alfisols,aqualfs,epiaqualfs,aeric epiaqualfs,fine,41.1533928,-83.7050323,3989,6379,US_NCSS_changed_pedons_2013_to_2014.csv
79-OK027-14-33,800202,71589,132274,"79-OK027-14-33",2008,site_obsdate,2013,2014,2013-2014,6,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Oklahoma,Cleveland,CONUS Central 1,CONUS,v2025-11,,3/12/2008 0:00,mollisols,ustolls,paleustolls,udertic paleustolls,fine,35.3013611,-97.5170556,3990,6449,US_NCSS_changed_pedons_2013_to_2014.csv
1968PA017011,421844,53599,52798,"102",1968,site_obsdate,2013,2014,2013-2014,46,11,"Moderate development age, 6-15 years",2,Forest to Developed,Pennsylvania,Bucks,CONUS East 2,CONUS,v2025-11,6/20/1968 0:00,6/20/1968 0:00,alfisols,aqualfs,fragiaqualfs,typic fragiaqualfs,fine-silty,40.2577778,-74.9133333,3992,6557,US_NCSS_changed_pedons_2013_to_2014.csv
1963PA027009,421913,53674,52873,"1963PA027009",1963,site_obsdate,2013,2014,2013-2014,51,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Pennsylvania,Centre,CONUS East 1,CONUS,v2025-11,10/29/1963 0:00,10/29/1963 0:00,mollisols,aquolls,haplaquolls,fluventic haplaquolls,fine,40.7805556,-77.7602778,3992,6562,US_NCSS_changed_pedons_2013_to_2014.csv
1962PA129013,422593,54430,53629,"851",1962,site_obsdate,2013,2014,2013-2014,52,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Pennsylvania,Westmoreland,CONUS East 1,CONUS,v2025-11,6/12/1962 0:00,6/12/1962 0:00,Alfisols,Ustalfs,Hapludalfs,Oxyaquic Hapludalfs,fine,40.2319444,-79.4955556,3992,6613,US_NCSS_changed_pedons_2013_to_2014.csv
S1989SC017702,575593,73044,133777,"S1989SC017702",2011,site_obsdate,2013,2014,2013-2014,3,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,South Carolina,Calhoun,CONUS East 1,CONUS,v2025-11,8/14/2011 0:00,8/16/2011 0:00,ultisols,udults,kandiudults,aquic kandiudults,fine-loamy,33.8001369,-81.0437052,3997,6723,US_NCSS_changed_pedons_2013_to_2014.csv
1991TN103004,872343,18792,18792,"S1991TN103004",1991,site_obsdate,2013,2014,2013-2014,23,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Tennessee,Lincoln,CONUS Central 2,CONUS,v2025-11,9/28/1991 0:00,9/26/1991 0:00,ultisols,udults,hapludults,humic hapludults,fine-loamy,35.1238899,-86.7147217,3999,6878,US_NCSS_changed_pedons_2013_to_2014.csv
92TX201001,773091,20074,20074,"S1992TX201001",1992,site_obsdate,2013,2014,2013-2014,22,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Texas,Harris,CONUS Central 1,CONUS,v2025-11,,9/16/1992 0:00,alfisols,aqualfs,endoaqualfs,typic vermaqualfs,fine-loamy,29.9291668,-95.6999969,4000,7022,US_NCSS_changed_pedons_2013_to_2014.csv
92TX201002,106086,20075,20075,"S1992TX201002",1992,site_obsdate,2013,2014,2013-2014,22,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Texas,Harris,CONUS Central 1,CONUS,v2025-11,9/17/1992 0:00,9/17/1992 0:00,alfisols,udalfs,hapludalfs,aquic hapludalfs,,29.9291668,-95.6999969,4000,7022,US_NCSS_changed_pedons_2013_to_2014.csv
92TX201003,106087,20076,20076,"S1992TX201003",1992,site_obsdate,2013,2014,2013-2014,22,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Texas,Harris,CONUS Central 1,CONUS,v2025-11,9/17/1992 0:00,9/17/1992 0:00,alfisols,udalfs,paleudalfs,typic paleudalfs,,29.9291668,-95.6999969,4000,7022,US_NCSS_changed_pedons_2013_to_2014.csv
S1961TX461002,106225,4248,4248,"S1961TX461002",1961,site_obsdate,2013,2014,2013-2014,53,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Texas,Upton,CONUS Central 1,CONUS,v2025-11,10/23/1961 0:00,10/23/1961 0:00,aridisols,orthids,calciorthids,ustollic calciorthids,fine-silty,31.4644451,-102.0588913,4000,7152,US_NCSS_changed_pedons_2013_to_2014.csv
S1967UT035006,106365,5398,5398,"S1967UT035006",1967,site_obsdate,2013,2014,2013-2014,47,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Utah,Salt Lake,CONUS West 2,CONUS,v2025-11,8/25/1967 0:00,8/25/1967 0:00,,,,,,40.5755539,-112.0311127,4002,7202,US_NCSS_changed_pedons_2013_to_2014.csv
S99WV003002,108331,25223,25223,"S1999WV003002",1999,site_obsdate,2013,2014,2013-2014,15,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,West Virginia,Berkeley,CONUS East 1,CONUS,v2025-11,6/3/1999 0:00,6/3/1999 0:00,alfisols,udalfs,paleudalfs,vertic paleudalfs,,39.3005562,-78.0616684,4008,7480,US_NCSS_changed_pedons_2013_to_2014.csv
S1991WI033003,106988,19156,19156,"S1991WI033003",1991,site_obsdate,2013,2014,2013-2014,23,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Wisconsin,Dunn,CONUS Central 2,CONUS,v2025-11,10/11/1991 0:00,10/9/1991 0:00,mollisols,udolls,argiudolls,typic argiudolls,fine-loamy over sandy or sandy-skeletal,44.8955574,-91.8802795,4007,7423,US_NCSS_changed_pedons_2013_to_2014.csv
S1957WI063004,107049,1565,1565,"S1957WI063004",1957,site_obsdate,2013,2014,2013-2014,57,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Wisconsin,La Crosse,CONUS Central 2,CONUS,v2025-11,10/31/1957 0:00,10/31/1957 0:00,entisols,psamments,udipsamments,typic udipsamments,,44.0158348,-91.2936096,4007,7438,US_NCSS_changed_pedons_2013_to_2014.csv
S1983WI093034,1017171,71885,132570,"S1983WI093034",1983,samp_classdate,2013,2014,2013-2014,31,11,"Moderate development age, 6-15 years",1,Agriculture to Developed,Wisconsin,Pierce,CONUS Central 2,CONUS,v2025-11,5/4/1983 0:00,,alfisols,udalfs,hapludalfs,typic hapludalfs,,44.6372488,-92.4696052,4007,7454,US_NCSS_changed_pedons_2013_to_2014.csv
S1960WI109002,107141,1558,1558,"S1960WI109002",1960,site_obsdate,2013,2014,2013-2014,54,11,"Moderate development age, 6-15 years",2,Forest to Developed,Wisconsin,St. Croix,CONUS Central 2,CONUS,v2025-11,7/29/1960 0:00,7/29/1960 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,coarse-loamy,44.9441681,-92.6200027,4007,7462,US_NCSS_changed_pedons_2013_to_2014.csv
77WI135016,955972,6677,6677,"77WI135016",1978,site_obsdate,2013,2014,2013-2014,36,11,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Wisconsin,Waupaca,CONUS Central 2,CONUS,v2025-11,,6/1/1978 0:00,,,,,,44.2530555,-88.8200589,4007,7475,US_NCSS_changed_pedons_2013_to_2014.csv
81AL131001,120514,8473,8473,"S1981AL131001",1981,site_obsdate,2014,2015,2014-2015,34,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Alabama,Wilcox,CONUS Central 2,CONUS,v2025-11,3/3/1981 0:00,3/1/1981 0:00,ultisols,udults,paleudults,plinthic paleudults,fine-loamy,32.0238876,-87.316391,3947,4352,US_NCSS_changed_pedons_2014_to_2015.csv
S1956AZ017029,107825,662,662,"S1956AZ017029",1956,site_obsdate,2014,2015,2014-2015,59,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Arizona,Navajo,CONUS West 2,CONUS,v2025-11,5/17/1956 0:00,5/17/1956 0:00,alfisols,ustalfs,paleustalfs,typic paleustalfs,fine,34.25166702,-110.043335,3950,4443,US_NCSS_changed_pedons_2014_to_2015.csv
84AZ021005,121964,11239,11239,"S1984AZ021005",1984,site_obsdate,2014,2015,2014-2015,31,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Arizona,Pinal,CONUS West 2,CONUS,v2025-11,3/3/1984 0:00,3/1/1984 0:00,aridisols,orthids,camborthids,typic camborthids,coarse-loamy,32.8638878,-111.6866684,3950,4445,US_NCSS_changed_pedons_2014_to_2015.csv
1965AR04731,813769,58355,57554,"1965AR04731",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Arkansas,Franklin,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.49499893,-93.86810303,3948,4377,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR063005,814076,57891,57090,"1959AR063005",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR063006,814077,57892,57091,"1959AR063006",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,10/13/2017 0:00,11/27/2012 0:00,mollisols,aquolls,endoaquolls,fluvaquentic endoaquolls,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR063007,814078,57893,57092,"1959AR063007",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR063009,814080,57895,57094,"1959AR063009",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,10/13/2017 0:00,11/27/2012 0:00,ultisols,udults,fragiudults,glossic fragiudults,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR06301,814073,57888,57087,"1959AR06301",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR063011,814082,57897,57096,"1959AR063011",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,ultisols,udults,paleudults,typic paleudults,fine,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR063012,814083,57898,57097,"1959AR063012",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,11/27/2017 0:00,11/27/2012 0:00,ultisols,udults,fragiudults,typic fragiudults,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR063013,814084,57899,57098,"1959AR063013",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,9/18/2017 0:00,11/27/2012 0:00,ultisols,udults,paleudults,typic paleudults,fine-silty,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR063019,814088,57903,57102,"1959AR063019",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR063021,814089,57904,57103,"1959AR063021",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR063023,814091,57906,57105,"1959AR063023",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR06303,814074,57889,57088,"1959AR06303",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR06304,814075,57890,57089,"1959AR06304",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR06308,814079,57894,57093,"1959AR06308",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR06310,814081,57896,57095,"1959AR06310",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR06314,814085,57900,57099,"1959AR06314",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
