upedonid,peiid,pedon_key,site_key,usiteid,Yearlabel,year_source,previousYear,transitionYear,transitionPeriod,years_between_sampling_and_development,time_since_development_2025,development_age_class,transition,transitionName,state_name,county_name,region_group,lcms_study_area,lcms_version,samp_classdate,site_obsdate,TAXORDER,TAXSUBORDER,GREATGROUP,SUBGROUP,PARTICLESIZE,latitude,longitude,state_key,county_key,source_file
S1960WI139001,107192,1529,1529,"S1960WI139001",1960,site_obsdate,1986,1987,1986-1987,27,38,"Long-term developed, more than 30 years",4,Other to Developed,Wisconsin,Winnebago,CONUS Central 2,CONUS,v2025-11,7/18/1960 0:00,7/18/1960 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,very-fine,44.2369461,-88.4800034,4007,7477,US_NCSS_changed_pedons_1986_to_1987.csv
82AL035001,956870,9395,9395,"82AL035001",1982,site_obsdate,1987,1988,1987-1988,6,37,"Long-term developed, more than 30 years",2,Forest to Developed,Alabama,Conecuh,CONUS Central 2,CONUS,v2025-11,7/3/1985 0:00,6/1/1982 0:00,alfisols,udalfs,hapludalfs,vertic hapludalfs,very-fine,31.3641667,-86.9469444,3947,4304,US_NCSS_changed_pedons_1987_to_1988.csv
S1981AL109001,113570,8444,8444,"S1981AL109001",1981,site_obsdate,1987,1988,1987-1988,7,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Alabama,Pike,CONUS Central 2,CONUS,v2025-11,6/3/1981 0:00,2/17/1981 0:00,ultisols,udults,paleudults,rhodic paleudults,clayey,31.8127785,-85.7680588,3947,4341,US_NCSS_changed_pedons_1987_to_1988.csv
84AZ021005,121964,11239,11239,"S1984AZ021005",1984,site_obsdate,1987,1988,1987-1988,4,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Arizona,Pinal,CONUS West 2,CONUS,v2025-11,3/3/1984 0:00,3/1/1984 0:00,aridisols,orthids,camborthids,typic camborthids,coarse-loamy,32.8638878,-111.6866684,3950,4445,US_NCSS_changed_pedons_1987_to_1988.csv
S1957CA065002,100082,2788,2788,"S1957CA065002",1957,site_obsdate,1987,1988,1987-1988,31,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,California,Riverside,CONUS West 1,CONUS,v2025-11,6/3/1957 0:00,6/3/1957 0:00,entisols,fluvents,xerofluvents,typic xerofluvents,coarse-loamy,33.7344437,-116.9508362,3951,4481,US_NCSS_changed_pedons_1987_to_1988.csv
1982IL011067,351048,36880,36265,"1982IL011067",1981,site_obsdate,1987,1988,1987-1988,7,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Illinois,Bureau,CONUS Central 2,CONUS,v2025-11,12/1/1981 0:00,12/1/1981 0:00,mollisols,udolls,hapludolls,aquic hapludolls,fine-silty,41.5705768,-89.8209983,3965,4966,US_NCSS_changed_pedons_1987_to_1988.csv
80IL-049-001,963393,36693,36078,"80IL-049-001",1980,site_obsdate,1987,1988,1987-1988,8,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Illinois,Effingham,CONUS Central 2,CONUS,v2025-11,,4/1/1980 0:00,alfisols,udalfs,hapludalfs,ultic hapludalfs,fine-silty,39.1188324,-88.5939638,3965,4985,US_NCSS_changed_pedons_1987_to_1988.csv
1985IL173046,863500,37377,36762,"1985IL173046",1985,site_obsdate,1987,1988,1987-1988,3,37,"Long-term developed, more than 30 years",2,Forest to Developed,Illinois,Shelby,CONUS Central 2,CONUS,v2025-11,1/1/1985 0:00,1/1/1985 0:00,alfisols,aqualfs,epiaqualfs,aeric epiaqualfs,fine,39.4910889,-88.7026667,3965,5047,US_NCSS_changed_pedons_1987_to_1988.csv
S1986IL187104,856879,37487,36872,"S1986IL187104",1986,site_obsdate,1987,1988,1987-1988,2,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Illinois,Warren,CONUS Central 2,CONUS,v2025-11,10/1/1986 0:00,10/1/1986 0:00,mollisols,udolls,argiudolls,aquic pachic argiudolls,fine-silty,40.6803861,-90.6721472,3965,5054,US_NCSS_changed_pedons_1987_to_1988.csv
S1981IN011010,109976,8844,8844,"S1981IN011010",1981,site_obsdate,1987,1988,1987-1988,7,37,"Long-term developed, more than 30 years",1,Agriculture to Developed,Indiana,Boone,CONUS Central 2,CONUS,v2025-11,6/1/1981 0:00,6/1/1981 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,fine-loamy,40.1414185,-86.5816498,3966,5068,US_NCSS_changed_pedons_1987_to_1988.csv
1977IN021037,312841,38157,37542,"1977IN021037",1977,site_obsdate,1987,1988,1987-1988,11,37,"Long-term developed, more than 30 years",2,Forest to Developed,Indiana,Clay,CONUS Central 2,CONUS,v2025-11,9/20/1977 0:00,9/20/1977 0:00,alfisols,udalfs,fragiudalfs,typic fragiudalfs,fine-silty,39.4186083,-87.0421611,3966,5073,US_NCSS_changed_pedons_1987_to_1988.csv
1976IN031013,313026,37921,37306,"1976IN031013",1976,site_obsdate,1987,1988,1987-1988,12,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Indiana,Decatur,CONUS Central 2,CONUS,v2025-11,5/24/1976 0:00,5/24/1976 0:00,,,,,,39.3361028,-85.3474111,3966,5078,US_NCSS_changed_pedons_1987_to_1988.csv
1976IN083019,313340,38121,37506,"1976IN083019",1976,site_obsdate,1987,1988,1987-1988,12,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Indiana,Knox,CONUS Central 2,CONUS,v2025-11,10/5/1976 0:00,10/5/1976 0:00,mollisols,udolls,hapludolls,fluventic hapludolls,fine-silty,38.8402583,-87.1873083,3966,5104,US_NCSS_changed_pedons_1987_to_1988.csv
1978IN085001,313754,38540,37925,"1978IN085001",1978,site_obsdate,1987,1988,1987-1988,10,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Indiana,Kosciusko,CONUS Central 2,CONUS,v2025-11,5/30/1978 0:00,5/30/1978 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,coarse-loamy,41.1577694,-86.0574194,3966,5105,US_NCSS_changed_pedons_1987_to_1988.csv
1972IN087004,312947,37887,37272,"1972IN087004",1973,site_obsdate,1987,1988,1987-1988,15,37,"Long-term developed, more than 30 years",1,Agriculture to Developed,Indiana,LaGrange,CONUS Central 2,CONUS,v2025-11,1/23/1973 0:00,1/23/1973 0:00,,,,,,41.7056417,-85.2927639,3966,5106,US_NCSS_changed_pedons_1987_to_1988.csv
S1972IN099008,1106801,37851,37236,"S1972IN099008",1972,site_obsdate,1987,1988,1987-1988,16,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Indiana,Marshall,CONUS Central 2,CONUS,v2025-11,10/19/1972 0:00,10/19/1972 0:00,entisols,psamments,udipsamments,oxyaquic udipsamments,,41.1787944,-86.4542306,3966,5112,US_NCSS_changed_pedons_1987_to_1988.csv
1972IN157001,313209,38044,37429,"1972IN157001",1972,site_obsdate,1987,1988,1987-1988,16,37,"Long-term developed, more than 30 years",1,Agriculture to Developed,Indiana,Tippecanoe,CONUS Central 2,CONUS,v2025-11,9/20/1972 0:00,9/20/1972 0:00,,,,,,40.4114111,-86.9499278,3966,5141,US_NCSS_changed_pedons_1987_to_1988.csv
1981IN175006,314246,39175,38560,"1981IN175006",1981,site_obsdate,1987,1988,1987-1988,7,37,"Long-term developed, more than 30 years",2,Forest to Developed,Indiana,Washington,CONUS Central 2,CONUS,v2025-11,7/21/1981 0:00,7/21/1981 0:00,alfisols,udalfs,fragiudalfs,aquic fragiudalfs,fine-silty,38.71802521,-85.9225306,3966,5150,US_NCSS_changed_pedons_1987_to_1988.csv
74KS045015,153917,52208,51482,"74KS045015",1974,site_obsdate,1987,1988,1987-1988,14,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Kansas,Douglas,CONUS Central 1,CONUS,v2025-11,2/1/1974 0:00,2/1/1974 0:00,mollisols,udolls,argiudolls,typic argiudolls,,38.7823067,-95.0776672,3967,5177,US_NCSS_changed_pedons_1987_to_1988.csv
S1985MD031013,796768,13058,13058,"S1985MD031013",1985,site_obsdate,1987,1988,1987-1988,3,37,"Long-term developed, more than 30 years",2,Forest to Developed,Maryland,Montgomery,CONUS East 1,CONUS,v2025-11,11/1/1985 0:00,11/1/1985 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,loamy-skeletal,39.2883339,-77.2330551,3971,5472,US_NCSS_changed_pedons_1987_to_1988.csv
S1977MN037001(2398),582856,55753,54952,"S1977MN037001(2398)",1977,site_obsdate,1987,1988,1987-1988,11,37,"Long-term developed, more than 30 years",2,Forest to Developed,Minnesota,Dakota,CONUS Central 2,CONUS,v2025-11,3/5/1977 0:00,3/5/1977 0:00,alfisols,udalfs,hapludalfs,mollic hapludalfs,coarse-loamy,44.7348404,-93.2485809,3975,5632,US_NCSS_changed_pedons_1987_to_1988.csv
S1978MN1132675,582980,55843,55042,"S1978MN1132675",1978,site_obsdate,1987,1988,1987-1988,10,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Minnesota,Pennington,CONUS Central 1,CONUS,v2025-11,7/11/1978 0:00,7/11/1978 0:00,mollisols,aquolls,calciaquolls,typic calciaquolls,coarse-silty,47.9960823,-96.4390335,3975,5670,US_NCSS_changed_pedons_1987_to_1988.csv
79NE059011,120156,7667,7667,"S1979NE059011",1979,site_obsdate,1987,1988,1987-1988,9,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Nebraska,Fillmore,CONUS Central 1,CONUS,v2025-11,6/3/1979 0:00,6/1/1979 0:00,mollisols,ustolls,argiustolls,pachic argiustolls,fine,40.4666672,-97.413887,3982,6141,US_NCSS_changed_pedons_1987_to_1988.csv
S1957NH017002,873238,457,457,"S1957NH017002",1957,site_obsdate,1987,1988,1987-1988,31,37,"Long-term developed, more than 30 years",2,Forest to Developed,New Hampshire,Strafford,CONUS East 2,CONUS,v2025-11,8/1/1957 0:00,8/1/1957 0:00,inceptisols,udepts,eutrudepts,dystric eutrudepts,fine-silty,43.2611931,-70.9717294,3983,6213,US_NCSS_changed_pedons_1987_to_1988.csv
85NJ033014,1100460,12953,12953,"S1985NJ033014",1985,site_obsdate,1987,1988,1987-1988,3,37,"Long-term developed, more than 30 years",2,Forest to Developed,New Jersey,Salem,CONUS East 1,CONUS,v2025-11,9/3/1985 0:00,9/1/1985 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,fine-loamy,39.56416702,-75.3319473,3984,6231,US_NCSS_changed_pedons_1987_to_1988.csv
S1982NY061015,524599,10005,10005,"S1982NY061015",1982,site_obsdate,1987,1988,1987-1988,6,37,"Long-term developed, more than 30 years",2,Forest to Developed,New York,New York,CONUS East 2,CONUS,v2025-11,11/1/1982 0:00,11/1/1982 0:00,inceptisols,udepts,dystrudepts,typic dystrudepts,coarse-loamy,40.7938881,-73.95401001,3988,6316,US_NCSS_changed_pedons_1987_to_1988.csv
S1956PA029013,1017203,363,363,"S1956PA029013",1956,site_obsdate,1987,1988,1987-1988,32,37,"Long-term developed, more than 30 years",1,Agriculture to Developed,Pennsylvania,Chester,CONUS East 1,CONUS,v2025-11,9/13/1956 0:00,9/13/1956 0:00,ultisols,udults,hapludults,aquic hapludults,fine-loamy,39.9986267,-75.5846252,3992,6563,US_NCSS_changed_pedons_1987_to_1988.csv
1959PA077011,422256,54056,53255,"1959PA077011",1959,site_obsdate,1987,1988,1987-1988,29,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Pennsylvania,Lehigh,CONUS East 1,CONUS,v2025-11,7/16/1959 0:00,7/16/1959 0:00,Alfisols,Ustalfs,Hapludalfs,Ultic Hapludalfs,fine-loamy,40.5452778,-75.5713889,3992,6587,US_NCSS_changed_pedons_1987_to_1988.csv
S1953TN009001,105789,4702,4702,"S1953TN009001",1953,site_obsdate,1987,1988,1987-1988,35,37,"Long-term developed, more than 30 years",1,Agriculture to Developed,Tennessee,Sevier,CONUS East 1,CONUS,v2025-11,2/1/1953 0:00,2/1/1953 0:00,,,,,,35.8574982,-83.7727814,3999,6831,US_NCSS_changed_pedons_1987_to_1988.csv
84TX273001,122020,11319,11319,"S1984TX273001",1984,site_obsdate,1987,1988,1987-1988,4,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Texas,Kleberg,CONUS Central 1,CONUS,v2025-11,5/3/1984 0:00,5/1/1984 0:00,mollisols,ustolls,calciustolls,vertic calciustolls,fine,27.5297222,-97.875,4000,7058,US_NCSS_changed_pedons_1987_to_1988.csv
1978VT025001,791718,6803,6803,"S1978VT025001",1978,site_obsdate,1987,1988,1987-1988,10,37,"Long-term developed, more than 30 years",2,Forest to Developed,Vermont,Windham,CONUS East 2,CONUS,v2025-11,5/15/1978 0:00,5/15/1978 0:00,inceptisols,udepts,dystrudepts,oxic dystrudepts,sandy or sandy-skeletal,42.8747215,-72.5747223,4005,7366,US_NCSS_changed_pedons_1987_to_1988.csv
S1987WI005009,1186906,14818,14818,"S1987WI005009",1987,site_obsdate,1987,1988,1987-1988,1,37,"Long-term developed, more than 30 years",2,Forest to Developed,Wisconsin,Barron,CONUS Central 2,CONUS,v2025-11,6/3/1987 0:00,6/1/1987 0:00,alfisols,udalfs,glossudalfs,aquic glossudalfs,coarse-loamy,45.4083328,-91.5875015,4007,7409,US_NCSS_changed_pedons_1987_to_1988.csv
S1964WY015001,107258,2948,2948,"S1964WY015001",1964,site_obsdate,1987,1988,1987-1988,24,37,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Wyoming,Goshen,CONUS Central 1,CONUS,v2025-11,5/19/1964 0:00,5/19/1964 0:00,,,,,,42.0171928,-104.2602921,4009,7541,US_NCSS_changed_pedons_1987_to_1988.csv
70AL077004-pgm,308475,39788,39169,"70AL077004-pgm",1970,site_obsdate,1988,1989,1988-1989,19,36,"Long-term developed, more than 30 years",2,Forest to Developed,Alabama,Lauderdale,CONUS Central 2,CONUS,v2025-11,8/14/1970 0:00,8/14/1970 0:00,ultisols,udults,paleudults,typic paleudults,fine-loamy,34.86722946,-87.71083832,3947,4325,US_NCSS_changed_pedons_1988_to_1989.csv
S1971AL097013,1098743,4069,4069,"S1971AL097013",1971,site_obsdate,1988,1989,1988-1989,18,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Alabama,Mobile,CONUS Central 2,CONUS,v2025-11,6/1/1971 0:00,6/1/1971 0:00,ultisols,udults,hapludults,typic hapludults,fine-loamy,30.9146595,-88.0355835,3947,4335,US_NCSS_changed_pedons_1988_to_1989.csv
AZ639-Tapco-TUD420,459643,7798,7798,"AZ639-Tapco-TUD420",1980,site_obsdate,1988,1989,1988-1989,9,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Arizona,Yavapai,CONUS West 2,CONUS,v2025-11,,3/1/1980 0:00,aridisols,argids,durargids,abruptic durargids,,34.7091674804688,-112.007778,3950,4447,US_NCSS_changed_pedons_1988_to_1989.csv
S1957CA065014,100094,2712,2712,"S1957CA065014",1957,site_obsdate,1988,1989,1988-1989,32,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,California,Riverside,CONUS West 1,CONUS,v2025-11,6/6/1957 0:00,6/6/1957 0:00,alfisols,xeralfs,haploxeralfs,natric haploxeralfs,coarse-loamy,33.7866669,-117.0255585,3951,4481,US_NCSS_changed_pedons_1988_to_1989.csv
S1957CA065016,100096,2684,2684,"S1957CA065016",1957,site_obsdate,1988,1989,1988-1989,32,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,California,Riverside,CONUS West 1,CONUS,v2025-11,6/10/1957 0:00,6/10/1957 0:00,alfisols,xeralfs,haploxeralfs,typic haploxeralfs,coarse-loamy,33.5036125,-117.1161118,3951,4481,US_NCSS_changed_pedons_1988_to_1989.csv
S1953FL033001,100559,4836,4836,"S1953FL033001",1953,site_obsdate,1988,1989,1988-1989,36,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Florida,Escambia,CONUS Central 2,CONUS,v2025-11,5/26/1953 0:00,5/26/1953 0:00,,,,,,30.9124374,-87.4311218,3957,4598,US_NCSS_changed_pedons_1988_to_1989.csv
S1953FL033034,100591,4811,4811,"S1953FL033034",1953,site_obsdate,1988,1989,1988-1989,36,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Florida,Escambia,CONUS Central 2,CONUS,v2025-11,8/27/1953 0:00,8/27/1953 0:00,,,,,,30.4766178,-87.3019485,3957,4598,US_NCSS_changed_pedons_1988_to_1989.csv
87ID029002,124446,14362,14362,"S1987ID029002",1987,site_obsdate,1988,1989,1988-1989,2,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Idaho,Caribou,CONUS West 2,CONUS,v2025-11,8/1/1987 0:00,8/1/1987 0:00,mollisols,xerolls,haploxerolls,calcic pachic haploxerolls,,42.7030563,-111.8377762,3964,4931,US_NCSS_changed_pedons_1988_to_1989.csv
S1957ID081017,101574,1041,1041,"S1957ID081017",1957,site_obsdate,1988,1989,1988-1989,32,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Idaho,Teton,CONUS West 2,CONUS,v2025-11,8/29/1957 0:00,8/29/1957 0:00,aquolls,calcic,cryaquolls,calcic cryaquolls,fine-loamy,43.6361122,-111.1544418,3964,4957,US_NCSS_changed_pedons_1988_to_1989.csv
1988IL067006,859252,37590,36975,"1988IL067006",1988,site_obsdate,1988,1989,1988-1989,1,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Illinois,Hancock,CONUS Central 2,CONUS,v2025-11,7/1/1988 0:00,7/1/1988 0:00,mollisols,aquolls,endoaquolls,typic endoaquolls,fine-silty,40.5807083,-91.2676333,3965,4994,US_NCSS_changed_pedons_1988_to_1989.csv
1980IL109006,856900,36663,36048,"1980IL109006",1980,site_obsdate,1988,1989,1988-1989,9,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Illinois,McDonough,CONUS Central 2,CONUS,v2025-11,8/1/1980 0:00,8/1/1980 0:00,mollisols,udolls,argiudolls,aquic argiudolls,fine,40.5008996,-90.6947921,3965,5015,US_NCSS_changed_pedons_1988_to_1989.csv
1929IL133002,314999,35848,35233,"1929IL133002",1929,site_obsdate,1988,1989,1988-1989,60,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Illinois,Monroe,CONUS Central 2,CONUS,v2025-11,10/1/1929 0:00,10/1/1929 0:00,alfisols,udalfs,hapludalfs,aquic hapludalfs,fine-silty,38.2713296,-90.2365962,3965,5027,US_NCSS_changed_pedons_1988_to_1989.csv
1980IL133032,351020,36725,36110,"1980IL133032",1980,site_obsdate,1988,1989,1988-1989,9,36,"Long-term developed, more than 30 years",2,Forest to Developed,Illinois,Monroe,CONUS Central 2,CONUS,v2025-11,8/1/1980 0:00,8/1/1980 0:00,entisols,fluvents,udifluvents,mollic udifluvents,coarse-silty,38.2681491,-90.2492105,3965,5027,US_NCSS_changed_pedons_1988_to_1989.csv
S1980IL157127,109960,8149,8149,"S1980IL157127",1980,site_obsdate,1988,1989,1988-1989,9,36,"Long-term developed, more than 30 years",1,Agriculture to Developed,Illinois,Randolph,CONUS Central 2,CONUS,v2025-11,6/3/1980 0:00,6/1/1980 0:00,alfisols,aqualfs,ochraqualfs,aeric ochraqualfs,fine-silty,38.0908318,-89.8494415,3965,5039,US_NCSS_changed_pedons_1988_to_1989.csv
1986IL193069,314769,37504,36889,"1986IL193069",1986,site_obsdate,1988,1989,1988-1989,3,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Illinois,White,CONUS Central 2,CONUS,v2025-11,2/1/1986 0:00,2/1/1986 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,fine-loamy,37.9477056,-88.1078028,3965,5057,US_NCSS_changed_pedons_1988_to_1989.csv
1980IN007018,314064,38993,38378,"1980IN007018",1980,site_obsdate,1988,1989,1988-1989,9,36,"Long-term developed, more than 30 years",1,Agriculture to Developed,Indiana,Benton,CONUS Central 2,CONUS,v2025-11,9/8/1980 0:00,9/8/1980 0:00,mollisols,udolls,argiudolls,typic argiudolls,fine-silty,40.6351806,-87.2850583,3966,5066,US_NCSS_changed_pedons_1988_to_1989.csv
1975IN023004,313180,38015,37400,"1975IN023004",1975,site_obsdate,1988,1989,1988-1989,14,36,"Long-term developed, more than 30 years",1,Agriculture to Developed,Indiana,Clinton,CONUS Central 2,CONUS,v2025-11,8/21/1975 0:00,8/21/1975 0:00,,,,,,40.4090778,-86.4307251,3966,5074,US_NCSS_changed_pedons_1988_to_1989.csv
1982IN073004,313989,38954,38339,"1982IN073004",1982,site_obsdate,1988,1989,1988-1989,7,36,"Long-term developed, more than 30 years",2,Forest to Developed,Indiana,Jasper,CONUS Central 2,CONUS,v2025-11,7/15/1982 0:00,7/15/1982 0:00,mollisols,udolls,argiudolls,typic argiudolls,sandy over loamy,40.9843639,-87.1499028,3966,5099,US_NCSS_changed_pedons_1988_to_1989.csv
1982IN073021,314086,39015,38400,"1982IN073021",1982,site_obsdate,1988,1989,1988-1989,7,36,"Long-term developed, more than 30 years",3,Rangeland or Pasture to Developed,Indiana,Jasper,CONUS Central 2,CONUS,v2025-11,8/25/1982 0:00,8/25/1982 0:00,mollisols,udolls,hapludolls,eutic hapludolls,sandy,40.881649017334,-87.2498944,3966,5099,US_NCSS_changed_pedons_1988_to_1989.csv
83IN157003,957281,10764,10764,"83IN157003",1984,site_obsdate,1988,1989,1988-1989,5,36,"Long-term developed, more than 30 years",2,Forest to Developed,Indiana,Tippecanoe,CONUS Central 2,CONUS,v2025-11,9/3/2000 0:00,6/1/1984 0:00,mollisols,aquolls,endoaquolls,typic endoaquolls,fine-silty,40.3880839,-86.8097114,3966,5141,US_NCSS_changed_pedons_1988_to_1989.csv
1976IN181031,863456,38622,38007,"1976IN181031",1976,site_obsdate,1988,1989,1988-1989,13,36,"Long-term developed, more than 30 years",1,Agriculture to Developed,Indiana,White,CONUS Central 2,CONUS,v2025-11,11/16/1976 0:00,11/16/1976 0:00,mollisols,udolls,argiudolls,aquic argiudolls,fine,40.6555778,-87.0228417,3966,5153,US_NCSS_changed_pedons_1988_to_1989.csv
84IA1530013,122459,12047,12047,"S1984IA1530013",1984,site_obsdate,1988,1989,1988-1989,5,36,"Long-term developed, more than 30 years",1,Agriculture to Developed,Iowa,Polk,CONUS Central 2,CONUS,v2025-11,11/3/1984 0:00,11/1/1984 0:00,mollisols,udolls,hapludolls,typic hapludolls,fine-loamy,41.6478326,-93.4447466,3963,4894,US_NCSS_changed_pedons_1988_to_1989.csv
S1985IA1530011,858394,12045,12045,"S1985IA1530011",1985,site_obsdate,1988,1989,1988-1989,4,36,"Long-term developed, more than 30 years",1,Agriculture to Developed,Iowa,Polk,CONUS Central 2,CONUS,v2025-11,11/1/1985 0:00,11/1/1985 0:00,mollisols,udolls,hapludolls,typic hapludolls,fine-loamy,41.6477446,-93.4444689,3963,4894,US_NCSS_changed_pedons_1988_to_1989.csv
